timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-04-06T00:00:00.000Z";"2025-04-06T23:59:59.999Z";"2025-04-06T01:28:00.000Z";"2025-04-06T23:25:00.000Z";"2781";120.2585041234;120.9326749268;104.0041293431;105.7120158751;3822458628.77;54398171133.24;"2025-04-06T23:59:59.999Z"
"2025-04-05T00:00:00.000Z";"2025-04-05T23:59:59.999Z";"2025-04-05T00:01:00.000Z";"2025-04-05T15:46:00.000Z";"2781";122.786432234;122.7869127796;117.1888050686;120.2589982879;1667996328.83;61882630805.68;"2025-04-05T23:59:59.999Z"
"2025-04-04T00:00:00.000Z";"2025-04-04T23:59:59.999Z";"2025-04-04T21:49:00.000Z";"2025-04-04T11:34:00.000Z";"2781";117.0648115164;123.9006008765;113.603229588;122.7868814418;5182517335.08;63167453345.58;"2025-04-04T23:59:59.999Z"
"2025-04-03T00:00:00.000Z";"2025-04-03T23:59:59.999Z";"2025-04-03T03:02:00.000Z";"2025-04-03T14:53:00.000Z";"2781";117.7492009838;120.7898287372;112.4782624308;117.0614581729;4633002432.45;60010101507.01;"2025-04-03T23:59:59.999Z"
"2025-04-02T00:00:00.000Z";"2025-04-02T23:59:59.999Z";"2025-04-02T20:19:00.000Z";"2025-04-02T23:56:00.000Z";"2781";126.6796051515;135.6957925217;117.7442795198;117.7576329891;5399672437.81;60346922638.23;"2025-04-02T23:59:59.999Z"
"2025-04-01T00:00:00.000Z";"2025-04-01T23:59:59.999Z";"2025-04-01T15:19:00.000Z";"2025-04-01T01:13:00.000Z";"2781";124.6953387585;130.0324303983;123.9490458444;126.6823803677;2993289338.63;64923884942.52;"2025-04-01T23:59:59.999Z"
"2025-03-31T00:00:00.000Z";"2025-03-31T23:59:59.999Z";"2025-03-31T15:28:00.000Z";"2025-03-31T00:44:00.000Z";"2781";124.6440303818;127.6969033951;123.0792407766;124.6941279564;3206702484.55;63879474456.29;"2025-03-31T23:59:59.999Z"
"2025-03-30T00:00:00.000Z";"2025-03-30T23:59:59.999Z";"2025-03-30T19:06:00.000Z";"2025-03-30T22:10:00.000Z";"2781";124.5864838892;126.6233903102;123.3007613591;124.642635422;1639017443.61;63854182682.33;"2025-03-30T23:59:59.999Z"
"2025-03-29T00:00:00.000Z";"2025-03-29T23:59:59.999Z";"2025-03-29T00:38:00.000Z";"2025-03-29T22:53:00.000Z";"2781";129.4245079785;130.3805042285;123.0738916686;124.5876452324;2253256988.06;63791361485.11;"2025-03-29T23:59:59.999Z"
"2025-03-28T00:00:00.000Z";"2025-03-28T23:59:59.999Z";"2025-03-28T01:46:00.000Z";"2025-03-28T20:59:00.000Z";"2781";138.3472436183;138.9528228407;127.9809384224;129.4231628257;3532896572.91;66268165182.05;"2025-03-28T23:59:59.999Z"
"2025-03-27T00:00:00.000Z";"2025-03-27T23:59:59.999Z";"2025-03-27T02:52:00.000Z";"2025-03-27T13:44:00.000Z";"2781";137.29094824;140.1745182041;135.922210531;138.3473773959;2660348034.16;70758462483.97;"2025-03-27T23:59:59.999Z"
"2025-03-26T00:00:00.000Z";"2025-03-26T23:59:59.999Z";"2025-03-26T11:31:00.000Z";"2025-03-26T23:25:00.000Z";"2781";143.8170773673;145.3684788575;136.1363471031;137.2885777094;3083070980.51;70218452499.94;"2025-03-26T23:59:59.999Z"
"2025-03-25T00:00:00.000Z";"2025-03-25T23:59:59.999Z";"2025-03-25T14:44:00.000Z";"2025-03-25T03:51:00.000Z";"2781";140.8747314836;147.0580024913;138.3466768714;143.8170773673;3585353324.48;73539307388.57;"2025-03-25T23:59:59.999Z"
"2025-03-24T00:00:00.000Z";"2025-03-24T23:59:59.999Z";"2025-03-24T14:19:00.000Z";"2025-03-24T00:10:00.000Z";"2781";132.5993247164;144.8830858645;132.1617970517;140.8692750556;4207560019.77;72033219284.7;"2025-03-24T23:59:59.999Z"
"2025-03-23T00:00:00.000Z";"2025-03-23T23:59:59.999Z";"2025-03-23T11:29:00.000Z";"2025-03-23T00:05:00.000Z";"2781";128.4844848146;133.9619628975;128.342248986;132.5993247164;1711242607.31;67707412180.33;"2025-03-23T23:59:59.999Z"
"2025-03-22T00:00:00.000Z";"2025-03-22T23:59:59.999Z";"2025-03-22T10:46:00.000Z";"2025-03-22T02:06:00.000Z";"2781";128.429928915;131.5761893132;127.9325538772;128.4849905762;1442831195.7;65590861459.39;"2025-03-22T23:59:59.999Z"
"2025-03-21T00:00:00.000Z";"2025-03-21T23:59:59.999Z";"2025-03-21T21:38:00.000Z";"2025-03-21T16:22:00.000Z";"2781";127.4988533245;129.9562429485;124.977370392;128.4303104546;2370317364.22;65521907586.41;"2025-03-21T23:59:59.999Z"
"2025-03-20T00:00:00.000Z";"2025-03-20T23:59:59.999Z";"2025-03-20T00:15:00.000Z";"2025-03-20T16:53:00.000Z";"2781";135.5741637481;135.7726202991;126.8535757267;127.4971850458;2469659459.3;65047119874.77;"2025-03-20T23:59:59.999Z"
"2025-03-19T00:00:00.000Z";"2025-03-19T23:59:59.999Z";"2025-03-19T23:53:00.000Z";"2025-03-19T02:49:00.000Z";"2781";125.3122892944;135.9255225464;124.2973237887;135.5725096833;3539287974.22;69147276611.94;"2025-03-19T23:59:59.999Z"
"2025-03-18T00:00:00.000Z";"2025-03-18T23:59:59.999Z";"2025-03-18T00:00:00.000Z";"2025-03-18T13:49:00.000Z";"2781";128.1613448613;128.1613448613;121.9445332818;125.3126981498;2534317858.48;63913549841.8;"2025-03-18T23:59:59.999Z"
"2025-03-17T00:00:00.000Z";"2025-03-17T23:59:59.999Z";"2025-03-17T19:40:00.000Z";"2025-03-17T15:07:00.000Z";"2781";125.987417872;130.526876315;125.8619001221;128.1637087423;2487364372.52;65352637280.7;"2025-03-17T23:59:59.999Z"
"2025-03-16T00:00:00.000Z";"2025-03-16T23:59:59.999Z";"2025-03-16T01:11:00.000Z";"2025-03-16T23:10:00.000Z";"2781";135.9168002802;136.4689937036;125.3874083558;125.9881047927;2456569508.03;64244227360.22;"2025-03-16T23:59:59.999Z"
"2025-03-15T00:00:00.000Z";"2025-03-15T23:59:59.999Z";"2025-03-15T17:34:00.000Z";"2025-03-15T08:23:00.000Z";"2781";133.3132498558;136.4813419227;132.5599594181;135.9125412531;1844463215.3;69277581868.97;"2025-03-15T23:59:59.999Z"
"2025-03-14T00:00:00.000Z";"2025-03-14T23:59:59.999Z";"2025-03-14T22:58:00.000Z";"2025-03-14T00:11:00.000Z";"2781";123.2865979295;135.6434760125;123.1171528649;133.3144772733;3161542602.17;67948356012.61;"2025-03-14T23:59:59.999Z"
"2025-03-13T00:00:00.000Z";"2025-03-13T23:59:59.999Z";"2025-03-13T12:31:00.000Z";"2025-03-13T20:52:00.000Z";"2781";126.5832407733;128.1586327468;120.9094795073;123.2861484913;2871050067.6;62807381455;"2025-03-13T23:59:59.999Z"
"2025-03-12T00:00:00.000Z";"2025-03-12T23:59:59.999Z";"2025-03-12T12:34:00.000Z";"2025-03-12T04:42:00.000Z";"2781";125.2618990101;130.6551118267;121.3675605441;126.5832407733;4112201839.36;64484034464.24;"2025-03-12T23:59:59.999Z"
"2025-03-11T00:00:00.000Z";"2025-03-11T23:59:59.999Z";"2025-03-11T20:01:00.000Z";"2025-03-11T00:53:00.000Z";"2781";118.2916746328;128.1488599405;113.1892122544;125.2639431258;5259428587.14;63783372419.58;"2025-03-11T23:59:59.999Z"
"2025-03-10T00:00:00.000Z";"2025-03-10T23:59:59.999Z";"2025-03-10T09:25:00.000Z";"2025-03-10T19:01:00.000Z";"2781";126.4354343003;131.2409455166;115.9178946368;118.2917512896;5519806938.43;60212457152.77;"2025-03-10T23:59:59.999Z"
"2025-03-09T00:00:00.000Z";"2025-03-09T23:59:59.999Z";"2025-03-09T07:44:00.000Z";"2025-03-09T23:10:00.000Z";"2781";136.9428277587;139.7257649901;125.9357144302;126.4354343003;3429886566.79;64342682578.97;"2025-03-09T23:59:59.999Z"
"2025-03-08T00:00:00.000Z";"2025-03-08T23:59:59.999Z";"2025-03-08T01:08:00.000Z";"2025-03-08T17:13:00.000Z";"2781";139.2091383326;140.9045777466;135.4829673779;136.9420739961;2270939562.23;69690078228.9;"2025-03-08T23:59:59.999Z"
"2025-03-07T00:00:00.000Z";"2025-03-07T23:59:59.999Z";"2025-03-07T19:02:00.000Z";"2025-03-07T00:56:00.000Z";"2781";143.3552230078;150.0232503008;135.7171631134;139.2091383326;6090751622.61;70816441161.81;"2025-03-07T23:59:59.999Z"
"2025-03-06T00:00:00.000Z";"2025-03-06T23:59:59.999Z";"2025-03-06T10:58:00.000Z";"2025-03-06T19:32:00.000Z";"2781";146.2706614067;152.7792454246;142.7803908;143.3552257513;4204376335.55;72841810158.47;"2025-03-06T23:59:59.999Z"
"2025-03-05T00:00:00.000Z";"2025-03-05T23:59:59.999Z";"2025-03-05T10:49:00.000Z";"2025-03-05T15:31:00.000Z";"2781";144.9188149794;149.4854753202;140.5968657544;146.2673001243;4501939048.34;74305709282.68;"2025-03-05T23:59:59.999Z"
"2025-03-04T00:00:00.000Z";"2025-03-04T23:59:59.999Z";"2025-03-04T21:32:00.000Z";"2025-03-04T16:37:00.000Z";"2781";142.033194911;146.3964617644;131.5734773286;144.9165776416;8035056091.19;73603660314.94;"2025-03-04T23:59:59.999Z"
"2025-03-03T00:00:00.000Z";"2025-03-03T23:59:59.999Z";"2025-03-03T00:02:00.000Z";"2025-03-03T22:01:00.000Z";"2781";178.4952353574;178.6346471625;139.7901052036;142.021088832;9241009701.94;72114093014.12;"2025-03-03T23:59:59.999Z"
"2025-03-02T00:00:00.000Z";"2025-03-02T23:59:59.999Z";"2025-03-02T23:11:00.000Z";"2025-03-02T14:50:00.000Z";"2781";143.6767308637;178.5085647467;140.2975744621;178.4954964459;11540413389.85;90603784831.55;"2025-03-02T23:59:59.999Z"
"2025-03-01T00:00:00.000Z";"2025-03-01T23:59:59.999Z";"2025-03-01T01:58:00.000Z";"2025-03-01T13:52:00.000Z";"2781";148.0302077035;150.78715052;138.6846730773;143.6757020666;3305410077.34;72866425849.34;"2025-03-01T23:59:59.999Z"
"2025-02-28T00:00:00.000Z";"2025-02-28T23:59:59.999Z";"2025-02-28T23:53:00.000Z";"2025-02-28T04:38:00.000Z";"2781";137.6207666464;148.1838348817;125.7422193949;148.0300181637;7544673033;73777913878.79;"2025-02-28T23:59:59.999Z"
"2025-02-27T00:00:00.000Z";"2025-02-27T23:59:59.999Z";"2025-02-27T11:01:00.000Z";"2025-02-27T20:13:00.000Z";"2781";134.8316076698;142.1814704734;134.7297393971;137.6208102992;3723520942.77;68569557254.18;"2025-02-27T23:59:59.999Z"
"2025-02-26T00:00:00.000Z";"2025-02-26T23:59:59.999Z";"2025-02-26T03:26:00.000Z";"2025-02-26T18:55:00.000Z";"2781";144.0999657959;144.8746730332;130.6910726281;134.831328689;4916419994.28;67165591560.74;"2025-02-26T23:59:59.999Z"
"2025-02-25T00:00:00.000Z";"2025-02-25T23:59:59.999Z";"2025-02-25T22:08:00.000Z";"2025-02-25T10:23:00.000Z";"2781";141.9923452737;146.7398752073;132.4858438926;144.1077505674;9341433918.63;71573389899.72;"2025-02-25T23:59:59.999Z"
"2025-02-24T00:00:00.000Z";"2025-02-24T23:59:59.999Z";"2025-02-24T00:16:00.000Z";"2025-02-24T23:38:00.000Z";"2781";168.0381169658;169.5624891718;140.5665158459;141.9894919252;7062261488.65;70327667372.53;"2025-02-24T23:59:59.999Z"
"2025-02-23T00:00:00.000Z";"2025-02-23T23:59:59.999Z";"2025-02-23T07:45:00.000Z";"2025-02-23T22:29:00.000Z";"2781";172.1634613693;173.0360566287;166.6276477627;168.0381169658;1621130853.81;82124677503.82;"2025-02-23T23:59:59.999Z"
"2025-02-22T00:00:00.000Z";"2025-02-22T23:59:59.999Z";"2025-02-22T13:07:00.000Z";"2025-02-22T00:07:00.000Z";"2781";168.8916248023;174.4655952501;168.3674277272;172.1628530204;2026581265.73;84141464297.48;"2025-02-22T23:59:59.999Z"
